"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"Mostra permanente della Grande Guerra in Valsugana e sul Lagorai",,"Testimonianze materiali, bibliografiche, archivistiche e fotografiche relative alla Grande Guerra in Valsugana e sul Lagorai","Permanent exhibition on the First World War in Valsugana and in the Lagorai area.
One of its aims was to presreve, study and enhance the material, bibliographical objects related to the First World War, in the area between the Plateau of the Sette Comuni, Valsugana and the Lagorai-Cima D'Asta mountain chain.","Museo","46,0536855544383","11,4588689804077","Vicolo Sottochiesa, 11",38051,"Borgo Valsugana",,"+39 (0461) 754052","borgo.valsugana@biblio.infotn.it",,"www.mostradiborgo.it","Mercoledì: 9.30 - 12.00
Sabato e Domenica: 10.00 - 12.00 e 15.00 - 18.30
Venerdì: 15.00 - 18.30 (solo mesi estivi) ",,,,"biglietto intero: € 3
biglietto ridotto: € 2
biglietto famiglia: € 1",,"cultura",,,,,,,,,,,,,,
"Motor Shop",,"accessori auto e moto",,"automoto","46,0698960581641","11,2227165699005","Loc Fratte, 15/a",38057,"Pergine Valsugana",,"+39 (0461) 530136",,,,,,,,,,,,,,"autoricambi, accessori auto e moto",,,,,,,,,,
"Motor Sport",,"officina","car workshop","automoto","46,0637623102092","11,2416958808899","Viale Europa, 12 - S. Cristoforo",38057,"Pergine Valsugana",,"+39 (0461) 531441",,,,,,,,,,,,,,"officina e riparazioni",,,,,,,,,,
"Museo Casa De Gasperi",,"Casa di nascita dello statista italiano, tra i padri fondatori d'Europa, dove ne vengono ripercorsi la vita e l'operato politico","Museum - House of Degasperi.
The building is the tangible sign of the roots of Alcide De Gasperi and of his legacy with this area of Trentino, which was never interrupted. Visitors have thus the opportunity to get acquainted with the life and the work of one of the founding fathers of Europe","Museo","46,0689879491461","11,6071629524231","Via De Gasperi, 1",38050,"Pieve Tesino",,"+39 (0461) 594382","museo.fdg@degasperitn.it",,"www.degasperitn.it","Orario estivo: da martedì a venerdì 15,00-18,00, sabato e domenica 10,00-12,00/15,00-18,00
Orario invernale: giovedì 15,00-18,00,  venerdì, sabato, domenica 10,00-12,00/15,00-18,00",,,,"Biglietto intero: € 3
Biglietto ridotto: € 2",,"cultura",,,,,,,,,,,,,,
"Museo degli attrezzi agricoli e artigianali",,"Raccolta di oggetti e attrezzi che un tempo erano utilizzati al caseificio sociale, nelle case e nei laboratori del paese","Museum of the agricolture tools.
The museum displays objects and tools which were used in the past in the cheese making factory, in the houses and in the laboratories of the village","Museo","46,0782618678408","11,277186870575","Loc. Marenghi - Fraz. Canezza",38057,"Pergine Valsugana",,"+39 (0461) 530322",,,"www.canezza.it","visite guidate su prenotazione",,,,,,"cultura",,,,,,,,,,,,,,
"Museo degli usi e tradizioni di Telve",,"Rappresentazione della vita della gente ""telvata"" attraverso la ricostruzioni degli ambienti della casa e del lavoro","Museum of the habits and costumes of the people of Telve.
This museum reproduces the ancient environments with the objects and materials which were used, when the building still was simply an ancient farmhouse","Museo","46,07000026644","11,4784812927246","Piazza Vecchia  ",38050,"Telve Valsugana",,"+39 (0461) 766714","telve@biblio.infotn.it",,"http://www.valsuganacultura.it/museodiffuso/museousiecostumitelve.html","apertura ogni primo sabato del mese 9.00 -12.00; Per visite guidate a gruppi o scolaresche contattare il num. 0461766326.",,,,"ingresso gratuito",,"cultura",,,,,,,,,,,,,,
"Museo del Moleta",,"Mostra permanente riguardante ""il moleta"", cioè l'arrotino, con numerose testimonianze ed attrezzi del mestiere","Museum of the sharpener.
The museum hosts a permanent exhibition displaying the development of one of the most popular past professions, carried out by the inhabitant of Cinte Tesino, the sharpener, who used to sharpen knives with the sharpening tool.","Museo","46,0555878829789","11,6155314445496","Via S. Pietro, 4",38050,"Cinte Tesino",,"+39 (320) 8423151",,,"http://www.visitvalsugana.it/it/cosa-scoprire/musei-trentini/Museo-del-Moleta_2234_IDS","orario estivo - tutti i giorni: 10.00 -12.00 / 15.00 - 17.00
orario invernale: su prenotazione",,,,"ingresso gratuito",,"cultura",,,,,,,,,,,,,,
"Museo della Musica",,"E' la prima mostra permanente di strumenti musicali popolari in Trentino, con 248 pezzi artigianali provenienti da 40 paesi del mondo, in rappresentanza di tutti i continenti","Museum of Music.
This is the first permanent exhibition in Trentino of popular musical instruments. The collection includes 248 artisanal musical instruments from over 40 countries, representing all continents.","Museo","46,0529968283404","11,4108037948608","Loc. S. Brigida",38050,"Roncegno Terme",,"+39 (0461) 764387","roncegno@biblio.infotn.it",,"www.museodellamusicaroncegno.it","
Sabato e domenica dalle 16.00 alle 19.00
Nei giorni infrasettimanali su prenotazione al numero (0039) 345 8714426
",,,,"ingresso gratuito",,"cultura","musica",,,,,,,,,,,,,
"Museo della Scuola",,"Nato nel 1997 grazie all'interesse di un gruppo di insegnanti della Scuola Elementare Don Milani per gli oggetti che la storia della scuola ci ha lasciato e che rappresentano un bene di alto valore culturale","Museum of School.
The museum was founded in 1997, upon the initiative of a group of teachers of the Privary School Don Milani, who whished to preserve the objects used in the history of the school and which represent a cultural heritage of high-value","Museo","46,0621245437785","11,2390995025635","Piazza Garibaldi",38057,"Pergine Valsugana",,"+39 (0461) 502390","museo_scuola@hotmail.com",,"http://www.comune.pergine.tn.it/content.asp?Subc=262&L=1&idMen=180","Aperto il martedì e il sabato dalle ore 9.00 alle 12.00",,,,"ingresso gratuito",,"cultura",,,,,,,,,,,,,,
"Museo Etnografico di Telve di Sopra",,"Collezione di attrezzi di lavoro agricolo e artigianale e della vita quotidiana di un tempo","Museum of historical and cultural memor of Telve di Sopra.
The collection includes more than 2.000 objects belonging to the everyday life: working tools used in the fields and in the laboratories in the past which were gifted by the inhabitants of Telve di Sopra by Tarcisio Trentin.","Museo","46,0736474321482","11,4731597900391","Via 3 Novembre, 6",38050,"Telve di Sopra",,"+39 (348) 6769967","info@ecomuseolagorai.eu",,"http://www.ecomuseolagorai.eu/cms/collezione-tarcisio-trentin.html","Aperto tutte le domeniche 15,00-18,00 o su prenotazione",,,,"ingresso gratuito",,"cultura",,,,,,,,,,,,,,
"Museo Ladino di Fassa",,"Uno spaccato della civiltà e della cultura dei Ladini dalla preistoria ai giorni nostri.
I diversi aspetti della civiltà ladina, dalla preistoria all’organizzazione istituzionale, dalla ritualità civile e religiosa alle credenze e alle tradizioni, fino all’avvento dell’alpinismo e del turismo di massa, un viaggio nella storia e nei costumi di un popolo si snodano lungo i 600 metri quadrati del Museo ladino di Fassa. Qui sono ospitate le collezioni etnografiche dell’Istitut cultural ladin frutto di vent’anni di ricerche, che raccontano il processo di formazione di un popolo attraverso le testimonianze della cultura materiale e spirituale, dalle origini fino ad oggi. Per poter rispecchiare l’immagine di una comunità viva e cosciente di sé, caratterizzata da una lingua propria, da un territorio e da una storia particolari, il Museo si articola anche sul territorio, con sezioni locali, per formare un vero e proprio percorso etnografico attraverso l’intera vallata.
Alla nuova sede di Pozza di Fassa, inaugurata nel 2001, si legano i nomi dell’antropologo Cesare Poppi che ne ha ideato le linee guida, dell’architetto Ettore Sottsass che ne ha curato l’allestimento e di Milo Manara, che ha realizzato alcune tavole raffiguranti personaggi della mitologia silvana. Il Sistema di supporto multimediale permette al visitatore di accedere a 74 brevi filmati monotematici, con sonoro originale e testi in più lingue. Oltre alle sale espositive il Museo dispone di un deposito visitabile, una sala multimediale per l’attività didattica, un book-shop e un museum-shop.",,"Museo","46,120964","11,498823","Loc. S. Giovanni","38039 ","Vigo di Fassa",,"+39 (0462) 760182","museo@istladin.net",,"http://www.istladin.net/","DAL 10 GIUGNO AL 10 SETTEMBRE e dal 20 DICEMBRE al 6 GENNAIO
Dalle 10.00 alle 12.30 e dalle 15.00 alle 19.00 (tutti i giorni)
NOVEMBRE e dall'1 al 9 GIUGNO
Chiuso
ALTRI PERIODI
Dalle 15.00 alle 19.00 (da martedì a sabato)",,"Visite Guidate",,,,"Cultura","Storia",,,"Etnografia",,,,,,,,,,
"Museo Pietra Viva",,"Un viaggio a ritroso nel tempo nel mondo dei minatori attraverso 400 anni di storia ","The exhibition alsa features a travel in time, illustrating the development of mining activity throughout 400 years of history: from the flourishing to the decay of this activity.","Museo","46,0955253651743","11,2906408309937","Loc. Stefani, 23",38050,"Sant'Orsola",,"+39 (339) 8159225","gemelli@museopietraviva.it",,"www.museopietraviva.it","lunedì, mercoledì, sabato e domenica 9,00-12,00/13,00-16,00
martedì 13,00-16,00",,,,"biglietto intero € 5
biglietto ridotto € 3,50",,"cultura",,,,,,,,,,,,,,
"Museo Spazi Livio Rossi",,"Spazio espositivo con mostre temporanee","temporary exhibitions","Museo","46,0544859550582","11,4591693878174","Corso Ausugum 55",38051,"Borgo Valsugana",,"+39 (0461) 751251","artesella@yahoo.it",,"www.artesella.it","da mercoledì a sabato: 10.00 - 12.00 / 15.30 - 19.00
domenica: 15.30 - 19.00",,,,"ingresso gratuito",,"cultura","arte",,,,,,,,,,,,,
"Museo Spazio Klien",,"Sala espositiva con mostre temporanee","temporary exhibitions","Museo","46,0532499827152","11,4563798904419","Piazza De Gasperi, 20",38051,"Borgo Valsugana",,"+39 (0461) 754052","sistemaculturale@biblio.infotn.it",,,"apertura in occasione delle mostre",,,,"ingresso gratuito",,"cultura","arte",,,,,,,,,,,,,
"Music ad Hoc - Borgogno Mauro",,"strumenti musicali",,"negozio","46,0593886210348","11,2408268451691","Via Maier, 34",38057,"Pergine Valsugana",,"+39 (0461) 532808",,,,,,,,,,,,,,"strumenti musicali",,,,,,,,,,
"Nardon Loretta",,"panetteria","bakery","Alimentari","46,0593104498214","11,2407302856445","Via Maier, 50",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"panetteria",,,,,,,,,,
"Negozio Alimentari",,"supermercato","supermarket","Alimentari","46,0555283198697","11,5354299545288","Via Grazioli, 3",38050,"Ivano Fracena",,,,,,,,,,,,,,,,,,,,,,,,,,
"Negozio Alimentari",,,,"Alimentari","46,0689730619886","11,6074848175049","Piazza Vaon",38050,"Pieve Tesino",,,,,,,,,,,,,,,,,,,,,,,,,,
"New foto",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"New Marval",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"NKD Italia",,"abbigliamento",,"abbigliamento","46,058193706119","11,2370610237122","Viale Venezia, 50",38057,"Pergine Valsugana",,"+39 (0461) 530761",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Noi Parrucchieri di Patrizia",,"parrucchieri",,"parrucchiera","46,0642536306644","11,2440991401672","Via Baratieri, 26",38057,"Pergine Valsugana",,"+39 (0461) 511519",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Noleggio Sci Funivie Lagorai",,,,"Noleggio sci","46,115847694466","11,6611289978027","Loc. Marande-Passo Brocon",38053,"Castello Tesino",,"+39 (0461) 1866050","info@skilagorai.it",,"www.skilagorai.it",,,,,,,"sport invernali","sci",,,,,,,,,,,,,
"Noleggio Sci Panarotta 2002",,,,"Noleggio sci","46,0571513916192","11,3129138946533","Loc Panarotta",38056,"Levico Terme",,"+39 (0461) 706757","panarotta@panarotta.it",,"www.panarotta.it",,,,,,,"sport invernali","sci",,,,,,,,,,,,,
"Non solo pane",,"panetteria","bakery","Alimentari","46,0617820955652","11,2423825263977","Via Crivelli, 52",38057,"Pergine Valsugana",,"+39 (0461) 533045",,,,,,,,,,,,,,"panificio, dolciumi",,,,,,,,,,
"Non solo pane",,"panetteria","bakery","Alimentari","46,0128050334458","11,2987947463989","Via Dante, 89",38056,"Levico Terme",,"+39 (0461) 706144",,,,,,,,,,,,,,,,,,,,,,,,
"Non solo pane",,,,"Alimentari","46,0641940769027","11,6330409049988","Piazza Trento",38053,"Castello Tesino",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nuova Auto 1",,"compravendita auto",,"automoto","46,0592062213648","11,2373399734497","Viale Venezia, 35",38057,"Pergine Valsugana",,"+39 (0461) 511400",,,,,,,,,,,,,,"compravendita auto e rimorchi",,,,,,,,,,
"Officina autorizzata Peugeot Nicolini Claudio",,"officina","car workshop","automoto","46,0641642999978","11,2303018569946","Viale Dante, 87",38057,"Pergine Valsugana",,"+39 (0461) 531199",,,,,,,,,,,,,,"officina e riparazioni",,,,,,,,,,
"Officina Fraizingher",,"officina","car workshop","automoto","46,0087365554923","11,3122272491455","Via Gianettini, 4",38056,"Levico Terme",,"+39 (0461) 706737",,,"www.officinafraizingher.it",,,,,,,,,,,,,,,,,,,,,
"Officina Grisenti  ",,"officina","car workshop","automoto","46,0601889389949","11,2375116348267","Viale Venezia, 19",38057,"Pergine Valsugana",,"+39 (0461) 531089",,,,,,,,,,,,,,"officina, riparazioni, auto",,,,,,,,,,
"Operà di Dalla Costa Ketty",,"calzature",,"abbigliamento","46,0614992019609","11,2415456771851","Via Crivelli, 41",38057,"Pergine Valsugana",,"+39 (0461) 510614",,,,,,,,,,,,,,"calzature",,,,,,,,,,
"Original Marines",,"abbigliamento",,"abbigliamento","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Orologeria Oreficeria Iori",,"orologeria , oreficeria",,"Gioielleria","46,0616927608994","11,2421250343323","Via Crivelli, 44",38057,"Pergine Valsugana",,"+39 (0461) 512755",,,,,,,,,,,,,,"orologeria, oreficeria, gioielleria",,,,,,,,,,
"Orologeria Oreficeria Iori",,"orologeria , oreficeria",,"Gioielleria","46,0610823034809","11,2388634681702","Via Pennella, 31 e 36",38057,"Pergine Valsugana",,"+39 (0461) 512755",,,,,,,,,,,,,,"orologeria, oreficeria, gioielleria",,,,,,,,,,
"Orthosanitari",,"ortopedia",,"negozio","46,060069822638","11,239732503891","Via Roma, 15",38057,"Pergine Valsugana",,"+39 (0461) 530173",,,,,,,,,,"salute",,,,"salute, ortopedia, articoli ortopedici",,,,,,,,,,
"Ortofrutta 2000",,"ortofrutta",,"Alimentari","46,0658615579458","11,2380480766296","Via Monte Cristallo, 8",38057,"Pergine Valsugana",,"+39 (0461) 531351",,,,,,,,,,,,,,"frutta, verdura",,,,,,,,,,
"Ortofrutta Eccher Giuliano",,"ortofrutta",,"Alimentari","46,0284055422385","11,2270402908325","Fraz. Valcanover, 20",38057,"Pergine Valsugana",,"+39 (0461) 548109",,,"http://eccherortofrutta.it",,,,,,,,,,,"ortofrutta",,,,,,,,,,
"Osler Sport",,"abbigliamento",,"abbigliamento","46,0610376356","11,2390351295471","Via Pennella, 70",38057,"Pergine Valsugana",,"+39 (0461) 510295",,,,,,,,,,,,,,"abbigliamento, sport",,,,,,,,,,
"Oss Elena",,"tessuti, tappeti",,"negozio","46,0608291850108","11,2418031692505","Via Tre Novembre, 2",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"tessuti per abbigliamento e arredo casa,",,,,,,,,,,
"Oss Pinter Francesca",,"panetteria","bakery","Alimentari","46,0604718393128","11,2398934364319","Via Pennella, 25",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"panetteria",,,,,,,,,,
"Osteria Caraco",,"Pasti veloci","Quick meals","Bar","46,0320107642115","11,4552640914917","Loc. Fastro, 6",38051,"Borgo Valsugana",,"+39 (0461) 757442",,,,"chiuso martedì",,,,,,"socializzare",,,,,,,,,,,,,,
"Osteria del Borgo Wine Bar",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0516565799634","11,4565193653107","Via Spagolla, 5/b",38051,"Borgo Valsugana",,"+39 (0461) 751304",,,,"chiuso domenica",,,,,,,,,,,,,,,,,,,,
"Osteria Serafini",,,,"Bar","46,0042057370213","11,6602492332458","Fraz. Serafini, 24",38055,"Grigno",,"+39 (0461) 769157",,,,,,,,,,"socializzare",,,,,,,,,,,,,,
"Osteria Storica Morelli",,"Ristorante tipico","typical products","Ristorante","46,0780534822903","11,2779808044434","Piazza G.A. Petrini, 1 - Canezza",38057,"Pergine Valsugana",,"+39 (0461) 509504","info@osteriastoricamorelli.it",,"www.osteriastoricamorelli.it","lunedì chiuso",,,,,,"cucina tipica",,,,"senza glutine, ecoristorazione trentina",,,,,,,,,,
"Osumi Multiservice",,,,"Alimentari","46,0672610120884","11,2373185157776","Viale Dante, 76",38057,"Pergine Valsugana",,"+39 (0461) 510908",,,,,,,,,,,,,,"alimentari",,,,,,,,,,
"Ottica Avanzi - Colorvision outlet srl",,"occhiali",,"Ottico","46,0620352096668","11,2359666824341","Viale Dante, 43",38057,"Pergine Valsugana",,"+39 (0461) 530860",,,,,,,,,,,,,,"occhiali",,,,,,,,,,
"Ottica Deflorian ",,"ottico",,"Ottico","46,0595040164331","11,2409341335297","Via Maier, 37",38057,"Pergine Valsugana",,"+39 (0461) 511377",,,,,,,,,,,,,,"ottica",,,,,,,,,,
"Pala di Francesco Guardi",,"Pala che risalirebbe al 1778, di impianto solido, con una stesura pittorica corrusca e un tono severo.","painting of Francesco Guardi","Monumento","46,0499142084498","11,4064264297485","Chiesa Parrocchiale ",38050,"Roncegno Terme",,,,,"http://www.visitvalsugana.it/it/cosa-scoprire/chiese-antiche/Chiesa-di-SS.-Pietro-e-Paolo_2174_IDS","orari di apertura della chiesa",,,,"ingresso gratuito",,"cultura","arte",,,,,,,,,,,,,
"Panarotta 2002",,"Agli amanti dello ski e non solo, Panarotta 2000 offre: 
-relax e ristorazione con cucina trentina: allo Chalet Panarotta, direttamente sulle piste da sci, è possibile riposare sulla terrazza panoramica e assaporare un piatto tipico
-Snow Park Fravort per tutti gli appassionati di snowboard per provare nuove evoluzioni e fare spettacolari salti
-Gronlait Baby Parco, perché anche i più piccoli si possano divertire sulla neve in tutta sicurezza
-un fornitissimo noleggio sci dove trovare tutta l’attrezzatura per poter sciare ben equipaggiati.","Panarotta 2002 offers to ski lovers and everybody: 
-Relax and local cuisine at the Chalet Panarotta, on the ski fields, where you can taste a typical dish and relax on the panoramic terrace.
-The Snow Park Fravort: for all snowboard lovers, to try new evolutions and perform spectacular jumps.
-The Gronlait Baby Parco, for kids to enjoy the snow in full safety.
-A very well-equipped rental shop, to rend all you need and be able to ski with the best equipment.","Impianto sciistico","46,0571513916192","11,3129138946533","Loc Panarotta",38056,"Levico Terme",,"+39 (0461) 706757","panarotta@panarotta.it",,"www.panarotta.it",,,,,,,"sport invernali","sci",,,,,,,,,,,,,
"PanCaffè snc",,,,"Bar","46,0676257576055","11,2396681308746","Via Regensburger, 79",38057,"Pergine Valsugana",,,,,,,,,,,,"socializzare",,,,,,,,,,,,,,
"Pane e Fantasia",,"panetteria","bakery","Alimentari","46,0660551015902","11,2413954734802","Via Regensburger, 51",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"panetteria, prodotti tipici",,,,,,,,,,
"Panetteria di Rovere Anita",,"panetteria","bakery","Bar","46,0653404755304","11,2367820739746","Via dei Prati, 32",38057,"Pergine Valsugana",,"+39 (0461) 512529",,,,,,,,,,"socializzare",,,,"panetteria",,,,,,,,,,
"Panificio Grisenti",,"panetteria","bakery","Alimentari","46,0627498785131","11,2400221824646","Via Chimelli, 27",38057,"Pergine Valsugana",,"+39 (0461) 510611",,,,,,,,,,,,,,"panificio, biscotti, dolciumi",,,,,,,,,,
"Panificio Grisenti",,"panetteria","bakery","Alimentari","46,0402631555939","11,2357306480408","Viale Europa, 7 - S. Cristoforo",38057,"Pergine Valsugana",,"+39 (0461) 512111",,,,,,,,,,,,,,"panificio, biscotti, dolciumi",,,,,,,,,,
"Panificio Grisenti",,"panetteria","bakery","Alimentari","46,0115681285875","11,3019490242004","Via Regia, 18",38056,"Levico Terme",,"+39 (0461) 706160",,,,,,,,,,,,,,,,,,,,,,,,
"Panificio Maffioletti",,"panerteria","bakery","Alimentari","46,0604122814716","11,2401831150055","Via Pennella, 45",38057,"Pergine Valsugana",,"+39 (0461) 531928",,,,,,,,,,,,,,"panificio, biscotti, dolciumi",,,,,,,,,,
"Paoli Renato",,"materassi e reti",,"negozio","46,0697918496914","11,2215685844421","Loc. Fratte, 22/a",38057,"Pergine Valsugana",,"+39 (0461) 504765",,,,,,,,,,,,,,"materassi",,,,,,,,,,
"Papillon",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0091240424769","11,3117229938507","Via Giannettini, 9",38056,"Levico Terme",,"+39 (0461) 706341",,,"www.papillonlevico.it",,,,,,,,,,,,,,,,,,,,,
"Parafarmacia",,,,"Farmacia","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Parrucche di Tomasini Nadia",,"parrucche",,"parrucchiera","46,0659657738386","11,2415885925293","Via Regensburger, 22/b",38057,"Pergine Valsugana",,"+39 (0461) 531911",,,,,,,,,,,,,,"parrucche",,,,,,,,,,
"Parrucchieri Michele Hayr Stilist",,"parrucchieri",,"parrucchiera","46,0694643360678","11,2387132644653","Via Regensburger, 110",38057,"Pergine Valsugana",,"+39 (0461) 510869",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Passo Brocon ""Da Sciopo""",,"Ristorante tipico","Typical Restaurant","Ristorante","46,119","11,6881","Loc. Passo Brocon",38053,"Castello Tesino",,"+39 (0461) 594364","booking@brocon.it",,"www.albergopassobrocon.it",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Pasticceria Grazia di Angeli Samantha",,"pasticceria, bar",,"gelateria","46,0618714300865","11,242618560791","Via Crivelli, 58",38057,"Pergine Valsugana",,"+39 (0461) 531223",,,,,,,,,,,,,,"pasticceria",,,,,,,,,,
"Pasticceria Laner",,"panetteria, pasticceria","bakery, pastry shop","gelateria","46,0647747233388","11,2451076507568","Via Spolverine, 22",38057,"Pergine Valsugana",,"+39 (0461) 531624",,,,,,,,,,,,,,"pane, latte, pasticceria",,,,,,,,,,
"Pasticceria Milano",,"panetteria, pasticceria","bakery, pastry shop","gelateria","46,0598985924247","11,2379837036133","Via Rossi, 5",38057,"Pergine Valsugana",,"+39 (0461) 530183",,,,,,,,,,,,,,"pasticceria",,,,,,,,,,
"Pasticceria Milano",,,,"gelateria","46,0118065702306","11,3008117675781","Via Regia, 42",38056,"Levico Terme",,"+39 (0461) 706263",,,,,,,,,,,,,,,,,,,,,,,,
"Pasticceria Olzer",,,,"gelateria","46,0627052119812","11,2421250343323","Via Volpare, 20",38057,"Pergine Valsugana",,"+39 (0461) 531182",,,,,,,,,,,,,,"pasticceria",,,,,,,,,,
"Pavimentazioni AVI Porfidi",,"pavimentazioni",,"negozio","46,069285691454","11,2365031242371","Viale dell'Industria, 33",38057,"Pergine Valsugana",,"+39 (0461) 530812",,,,,,,,,,,,,,"porfido, pavimenti",,,,,,,,,,
"Penelope",,"merceria, tessili casa",,"abbigliamento","46,0617672064643","11,242264509201","Via Crivelli, 50",38057,"Pergine Valsugana",,"+39 (0461) 532480",,,,,,,,,,,,,,"mercerie",,,,,,,,,,
"Perché Bar",,,,"Bar","46,0623181005246","11,2430906295776","Via Battisti, 33",38057,"Pergine Valsugana",,,,,,"mercoledì chiuso",,,,,,"socializzare",,,,,,,,,,,,,,
"Perini Carlo",,"vendita e riparazioni tosaerba e motoseghe",,"negozio","46,0638814185999","11,2342286109924","Via Petrarca, 17/a",38057,"Pergine Valsugana",,"+39 (0461) 532324",,,,,,,,,,,,,,"motoseghe, tosaerba",,,,,,,,,,
"Pesca Sport Filippi",,"negozio pesca",,"negoziosport","46,0592211111564","11,2372756004333","Viale Venezia, 32",38057,"Pergine Valsugana",,"+39 (0461) 531151",,,,,,,,,,,,,,"pesca",,,,,,,,,,
"Pescheria Flli Ferrari",,"pescheria",,"Alimentari","46,0697918496914","11,2216114997864","Loc Fratte, 17/b",38057,"Pergine Valsugana",,"+39 (0461) 530753",,,,,,,,,,,,,,"pescheria",,,,,,,,,,
"Petrol Pergine",,"stazioneservizio","service station","stazioneservizio","46,0600400435086","11,2373614311218","Viale Venezia",38057,"Pergine Valsugana",,"+39 (0461) 531603",,,,,,,,,,,,,,"benzinaio, distributore",,,,,,,,,,
"Pi Bar",,,,"Bar","46,0673205625415","11,2376189231873","Via Bellini, 15",38057,"Pergine Valsugana",,"+39 (0461) 511447",,,,"domenica chiuso",,,,,,"socializzare",,,,,,,,,,,,,,
"Piazza Vecchia",,"Ristorante","Restaurant","birreria","45,9932423039877","11,2606966495514","Piazza Vecchia, 12",38052,"Caldonazzo",,"+39 (340) 5030709",,,,,,,,,,"socializzare","divertimento",,,,,,,,,,,,,
"Pieffe",,"ferramenta, vernici, elettrico, termoidraulico",,"Ferramenta","46,0676480888854","11,2273192405701","Viale dell'Industria, 2",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"ferramenta, vernici",,,,,,,,,,
"Pintarelli Angela",,"tende e tendaggi",,"negozio","46,0605016182093","11,2417280673981","Piazza Garbari, 13",38057,"Pergine Valsugana",,"+39 (0461) 532015",,,,,,,,,,,,,,"tende e tendaggi",,,,,,,,,,
"Pirino Elisabetta",,"giochi e giocattoli",,"Giocattoli","46,0561984011446","11,2364387512207","Via al Lago, 7/A",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"giochi, giocattoli",,,,,,,,,,
"Piscina comunale",,"Pasti veloci","Quick meals","Piscina","46,0121791332399","11,2971639633179","Piazza C.A.Dalla Chiesa, 2",38056,"Levico Terme",,"+39 (0461) 700373",,,"www.rarinantesvalsugana.it/index.php?option=com_content&view=article&id=46&Itemid=121",,,,,,,,,,,,,,,,,,,,,
"Piscina comunale - Bar A Onda",,"piscina, bar","swimmingpool, bar","Piscina","46,0667250551193","11,2477684020996","Via Marconi, 51",38057,"Pergine Valsugana",,"+39 (0461) 533692",,,,,,,,,,,,,,"piscina",,,,,,,,,,
"Pista da pattinaggio",,"pista di pattinaggio","skating ring","Snow Park","46,0800479974203","11,2791180610657","Fraz. Canezza",38057,"Pergine Valsugana",,"+39 (0461) 530236",,,,,,,,,,"sport invernali",,,,,,,,,,,,,,
"Pista NeveGhiaccio Parco La Cascatella",,"pista neve ghiaccio","snow and ice driving experience (cars and gokart)","Snow Park","46,0656680136228","11,6557645797729","Loc. Parco La Cascatella",38053,"Castello Tesino",,"+39 (346) 7651584","info@neveghiaccio.it",,"www.neveghiaccio.it",,,,,,,"sport invernali","divertimento",,,,,,,,,,,,,
"Più Gusto srl",,"carne di struzzo","ostrich meat","Prodotti tipici","46,0698960581641","11,2218475341797","Loc. Fratte, 47 - Viarago",38057,"Pergine Valsugana",,"+39 (0461) 534642","info@piugusto.eu",,"www.piugusto.eu",,,,,,,,,,,"carne di struzzo",,,,,,,,,,
"Pizza Mania",,"pizza al taglio","pizza slices","Ristorante","46,059265780507","11,2373828887939","Viale Venezia, 29",38057,"Pergine Valsugana",,"+39 (0461) 512830",,,,,,,,,,"cibo di strada",,,,"pizza al taglio",,,,,,,,,,
