"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"Hotel Lagorai",,,,"Bar","46.127200","11.246600","VIA DEI CADUTI, 21",38042,"BASELGA DI PINE'",,"info@lagoraihotel.it","+39 0461 557045","www.lagoraihotel.it",,,,,,,,,,,,,,,,,,,,,,
"HOTEL MONTECROCE",,"Situato ai piedi della catena del Lagorai, in posizione tranquilla e distensiva, si presta per passeggiate, escursioni, gite in montagna a piedi, in mountain bike, a cavallo.Dispone di spaziose stanze arredate con criteri naturali, tutte raggiungibili con ascensore, sono dotate di servizi completi, telefono e TV.Dispone di un ampio garage coperto.Propone una cucina genuina con piatti tradizionali e tipici del luogo e un ricco buffet di verdure.Condotto a livello strettamente familiare, offre un ambiente simpatico e cordiale, con sala ballo, sala TV, ristorante specializzato in banchetti nuziali e cene sociali, terrazzo e garage coperti.Si possono trovare a:3 Km campi da tennis, campo da calcio, campo scuola sci10 Km noleggio barche, tiro con l&acute;arco25 Km impianto sciovia.Nelle vicinanze: laghetto pesca sportiva, pista da fondo","The hotel is located at the foot of Lagorai Mountain Range, \nin a quiet relaxing place where you can go walking, making excursions on the mountains on foot, \non a mountain bike, and riding a horse.\nEach bedroom is provided with a private bathroom, a telephone, a TV-set, and can be reached by lift.\nThe hotel is strictly family-run and is characterized by a nice cosy atmosphere with a bar lounge, \na TV room, a restaurant specialized in wedding meals and dinners, \nsheltered balcony and garage","hotel","'46.1826","'11.3259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotel Posta",,,,"Bar","46.098624","11.235974","VIA D. TARGA, 1 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,"info@alpostahotel.com","+39 0461 558952","www.postahotel1899.it",,,,,,,,,,,,,,,,,,,,,,
"Hotel Scoiattolo",,,,"hotel","'46.1125","'11.234166","VIA DEL BEDOLÈ, 12/14 Fraz. BEDOLE'",38042,"BASELGA DI PINE'",,"+39 0461 557739","info@scoiattolohotel.it","+39 0461 553140","www.scoiattolohotel.it",,,,,,,,,,,"Tennis",,,,,,,,,,
"HOTEL TIROL",,,,"Centro Wellness","'46.2173","'11.3267","VIA CAP. DOMENICO SANTUARI, 3",38048,"SOVER",,"+39 0461 698377","info@hotel-tirol.it","+39 0461 698408","www.hotel-tirol.it",,,,,,,,,,,,,,,,,,,,,
"Ice Bar",,,,"Bar","46.125932","'11.25253","Via dello Stadio, 17",38042,"BASELGA DI PINÉ",,,,,,,,,,,,,,,,,,,,,,,,,,
"IL DINOSAURO",,,,"abbigliamento","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38047,"CIVEZZANO",,,,,,,,,,,,,,,,"Abbigliamento ",,,,,,,,,,
"Il forno Holler",,,,"Alimentari","46.175676","11.222145","Piazza S.Rocco, 7",38034,"CEMBRA",,,,,,,,,,,,,,,,"Panificio",,,,,,,,,,
"Imbarcadero",,,,"Bar","46.135293","'11.249796","Via della Serraia, 2",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"INTERNET - CAFE' BEER BAR WNOE'",,,,"wifi","46.207001","'11.266594","VIA CENTRALE, 17 VALDA",38030,"VALDA",,"+39 328 225369",,,,,,,,,,,,,,,,,,,,,,,,
"INTERNET POINT DI ALBIANO",,,,"wifi","46.14318 ","'11.194926","VIA PISETTA, 2 ALBIANO",38041,"ALBIANO",,"+39 0461 689033","albiano@biblio.infotn.it",,,,,,,,,,,,,,,,,,,,,,,
"INTERNET POINT DI BASELGA DI PINE'",,,,"wifi","46.127995","'11.24419","VIA DEL 26 MAGGIO, 10",38042,"BASELGA DI PINE'",,"+39 0461 557951","pine@biblio.infotn.it",,,,,,,,,,,,,,,,,,,,,,,
"INTERNET POINT DI BEDOLLO",,,,"wifi","46.161915 ","11.303384","VIA GIUSEPPE VERDI, 16 Fraz. CENTRALE",38043,"BEDOLLO",,"+39 0461 556942","bedollo@biblio.infotn.it",,,,,,,,,,,,,,,,,,,,,,,
"INTERNET POINT DI CEMBRA",,,,"wifi","46.175304 ","11.220627","VIA LUIGI BONFANTI, 7 CEMBRA",38034,"CEMBRA",,"+39 0461 683096","cembra@biblio.infotn.it",,,,,,,,,,,,,,,,,,,,,,,
"INTERNET POINT DI CIVEZZANO",,,,"wifi","46.088678 ","'11.181939","VIA C. BATTISTI, 1 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 858400","civezzano@biblio.infotn.it",,,,,,,,,,,,,,,,,,,,,,,
"INTERNET POINT DI FORNACE",,,,"wifi","46.117023","'11.205888","PIAZZETTA SALVADORI, 1 FORNACE",38040,"FORNACE",,"+39 0461 853049","fornace@biblio.infotn.it",,,,,,,,,,,,,,,,,,,,,,,
"INTERNET POINT DI GIOVO",,,,"wifi","46.157627","11.154821","VIA GREC, 2 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684735","verladigiovo@biblio.infotn.it",,,,,,,,,,,,,,,,,,,,,,,
"Ioriatti Arrigo & C. Snc ferramenta e colori",,,,"ferramenta","46.132036","11.246108","Via del Ferar nr. 7",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Ferramenta",,,,,,,,,,
"Ioriatti Liliana",,,,"Alimentari","46.141688","11.258524","Frazione Sternigolago 69",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"IORIATTI NORMA",,,,"Appartamento Vacanze","'46.1341","'11.2475","Corso Roma, 99",38042,,,"+39 0461 557013; +39 0461 557061  ","info@lineacarni.it",,,,,"<strong>DISTANZA DA SERVIZI</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"IORIATTI SERGIO",,,,"Appartamento Vacanze","'46.140278","'11.256667","Loc. Sternigo al Lago, 68",38042,,,"+39 0461 558505 ","manuela.casagranda@virgilio.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />Supermercato 50 m<br />stazione/bus 10 m<br />parco pubblico 100 m<br />lago 150 m<br />maneggio &nbsp;1000 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />Piano terra<br />70 mq&nbsp;<br />4 posti letto<br />1 posti letto aggiunto<br />casa fino a 4 appartamenti<br />accesso indipendente<br />zona residenziale a bassa densit&agrave;<br />arredo: discreto<br />buona esposizione dell'edificio",,,,,,,,,,,,,,,,,,
"ISCHIA NADIA",,,,"Appartamento Vacanze","'46.139444","'11.251111","Fraz. Ricaldo – Via dei Piagi, 5",38042,,,"+39 0461 822827 ","paoturk@alice.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />Supermercato 500 mt<br />ristorante 300 mt<br />discoteca/pub 500 mt<br />parco per bambini 500 mt&nbsp;<br />lago 500 mt<br /><br /><strong>INFO APPARTAMENTO</strong><br />secondo piano<br />95 mq&nbsp;<br />4 posti letto&nbsp;<br />2 posti letto aggiunti&nbsp;<br />casa fino a 4 appartamenti<br />accesso indipendente<br />centro abitato ad alta densit&agrave; di edifici<br />arredo: buono<br />buona esposizione dell'edificio<br /><div><br /></div>",,,,,,,,,,,,,,,,,,
"ITALCINA BAZAR",,,,"negozio","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38056,"CIVEZZANO",,,,,,,,,,,,,,,,"Abbigliamento",,,,,,,,,,
"Itinerario Lago di Lases - Lago di Santa Colomba","Itinerario Lago di Lases - Lago di Santa Colomba","L&rsquo;itinerario proposto, nella sua brevit&agrave; ci porta a conoscere diversi aspetti che caratterizzano questa parte di&nbsp;Valle di Cembra.""","L&rsquo;itinerario proposto, nella sua brevit&agrave; ci porta a conoscere diversi aspetti che caratterizzano questa parte di&nbsp;Valle di Cembra.""","Attrazione naturale","'46.141667","'11.218056",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario lago di Serraia - lago delle Piazze","Itinerario lago di Serraia - lago delle Piazze","Il giro dei laghi dell`Altopiano di Pin&eacute;&nbsp;&egrave; una&nbsp;passeggiata rilassante con poco dislivello, che pu&ograve; anche essere ridotta al semplice giro di uno dei due laghi di Serraia e delle Piazze.""","Il giro dei laghi dell`Altopiano di Pin&eacute;&nbsp;&egrave; una&nbsp;passeggiata rilassante con poco dislivello, che pu&ograve; anche essere ridotta al semplice giro di uno dei due laghi di Serraia e delle Piazze.""","Attrazione naturale","'46.134167","'11.249167",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario lago di Valda - Castion","Itinerario lago di Valda - Castion","ll percorso &egrave; ideale per trascorrere&nbsp;una giornata tra masi, boschi e prati, con possibilit&agrave; di ristoro presso il&nbsp;rifugio Potzmauer.","ll percorso &egrave; ideale per trascorrere&nbsp;una giornata tra masi, boschi e prati, con possibilit&agrave; di ristoro presso il&nbsp;rifugio Potzmauer.","Attrazione naturale","'46.207778","'11.265833",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Lago Santo - Passo Potzmauer","Itinerario Lago Santo - Passo Potzmauer","L&rsquo;itinerario proposto conduce nei&nbsp;fitti boschi&nbsp;della&nbsp;Valle di Cembra&nbsp;su comode&nbsp;strade forestali e tratti di divertente sentiero.""","L&rsquo;itinerario proposto conduce nei&nbsp;fitti boschi&nbsp;della&nbsp;Valle di Cembra&nbsp;su comode&nbsp;strade forestali e tratti di divertente sentiero.""","Attrazione naturale","'46.196944","'11.205278",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Malga Stramaiolo","Itinerario Malga Stramaiolo","Giro di&nbsp;media difficolt&agrave;&nbsp;con&nbsp;partenza e arrivo a Miola di Pin&eacute;, che si sviluppa sul fianco ovest e nord-ovest delle cime Dosso di Costalta, Pontara, Stramaiolo e Campidei.&nbsp;","Giro di&nbsp;media difficolt&agrave;&nbsp;con&nbsp;partenza e arrivo a Miola di Pin&eacute;, che si sviluppa sul fianco ovest e nord-ovest delle cime Dosso di Costalta, Pontara, Stramaiolo e Campidei.&nbsp;","Attrazione naturale","'46.126111","'11.253889",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Malga Vernera - Rifugio Vasoni","Itinerario Malga Vernera - Rifugio Vasoni","Questo itinerario di grande fascino, in gran parte si svolge su strade forestali, con passaggi tecnici su sentiero, nella cornice dei&nbsp;pascoli della Malga Vernera o al Rifugio Vasoni.""","Questo itinerario di grande fascino, in gran parte si svolge su strade forestali, con passaggi tecnici su sentiero, nella cornice dei&nbsp;pascoli della Malga Vernera o al Rifugio Vasoni.""","Attrazione naturale","'46.217778","'11.3275",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Masi di Grumes - Cauria","Itinerario Masi di Grumes - Cauria","Questo itinerario,&nbsp;a cavallo tra Trentino e Alto Adige, con un dislivello di circa 1000 m attraversa per&nbsp;buona parte il parco naturale del monte Corno&nbsp;transitando per il piccolo abitato di Cauria.""","Questo itinerario,&nbsp;a cavallo tra Trentino e Alto Adige, con un dislivello di circa 1000 m attraversa per&nbsp;buona parte il parco naturale del monte Corno&nbsp;transitando per il piccolo abitato di Cauria.""","Attrazione naturale","'46.223611","'11.264444",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Monte Calvo","Itinerario Monte Calvo","Itinerario che si sviluppa attorno al&nbsp;Monte Calvo attraverso i bei boschi di faggio della zona della Faida, a pochi chilometri da Baselga.""","Itinerario che si sviluppa attorno al&nbsp;Monte Calvo attraverso i bei boschi di faggio della zona della Faida, a pochi chilometri da Baselga.""","Attrazione naturale","'46.125278","'11.253611",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Monte Corno","Itinerario Monte Corno","Itinerario prevalentemente su sterrato che porta alla scoperta del parco naturale del Monte Corno.""","Itinerario prevalentemente su sterrato che porta alla scoperta del parco naturale del Monte Corno.""","Attrazione naturale","'46.230556","'11.300833",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Monte Corona","Itinerario Monte Corona","Breve percorso&nbsp;che si snoda a cavallo tra la bassa Valle di Cembra e la valle dell&rsquo;Adige.&nbsp;""","Breve percorso&nbsp;che si snoda a cavallo tra la bassa Valle di Cembra e la valle dell&rsquo;Adige.&nbsp;""","Attrazione naturale","'46.175833","'11.166667",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Riserva Naturalistica del Laghestel","Itinerario Riserva Naturalistica del Laghestel","Questo percorso ad anello si svolge in gran parte all`interno della zona umida protetta del Laghestel.""","Questo percorso ad anello si svolge in gran parte all`interno della zona umida protetta del Laghestel.""","Attrazione naturale","'46.129722","'11.243889",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Roccolo del Sauch","Itinerario Roccolo del Sauch","Itinerario di&nbsp;media difficolt&agrave;&nbsp;prevalentemente su sterrato che&nbsp;attraversa i comuni di Giovo, Faedo e Cembra.""","Itinerario di&nbsp;media difficolt&agrave;&nbsp;prevalentemente su sterrato che&nbsp;attraversa i comuni di Giovo, Faedo e Cembra.""","Attrazione naturale","'46.175556","'11.166667",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"Itinerario Val Regnana - Valle dei Mocheni","Itinerario Val Regnana - Valle dei Mocheni","Itinerario impegnativo che risale l`alta Val Regnana&nbsp;per compiere un ampio giro attorno alla Valle dei Mocheni, attraversando l&rsquo;abitato di Sant&rsquo;Orsola e di Pal&ugrave; del Fersina, per poi tornare sull`Altopiano di Pin&eacute; attraverso il&nbsp;Passo Redebus.""","Itinerario impegnativo che risale l`alta Val Regnana&nbsp;per compiere un ampio giro attorno alla Valle dei Mocheni, attraversando l&rsquo;abitato di Sant&rsquo;Orsola e di Pal&ugrave; del Fersina, per poi tornare sull`Altopiano di Pin&eacute; attraverso il&nbsp;Passo Redebus.""","Attrazione naturale","'46.159722","'11.299167",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"L`Organo Bonatti",,"L&rsquo;organo Bonatti si trova nella splendida chiesa di Santa Maria Assunta di Civezzano. La chiesa rappresenta una delle pi&ugrave; antiche ed illustri esempi di architettura sacra del Trentino, edificata dal principe vescovo Bernardo Clesio.","The Bonatti Organ is in the Church of Santa Maria Assunta at Civezzano. It is one of the oldest and most illustrious churches of Trentino, built by the Prince-Bishop Bernardo Clesio in 1535-1538 on the foundations of the former Romanic and early Christian churches. The Bonatti Organ inside is of particular importance. The organ, which was already functioning and highly appreciated in the sixteen hundreds, was completely restored in the seventeen hundreds by the Lombard organ maker Giuseppe Bonatti of Desanzano. Bonatti placed his organ inside the already existing beautiful wooden case, as if he desired continuity in spite of the fact that apart from the exterior, it was a completely new instrument.
Locality:  Santa Maria Assunta Church at Civezzano
","luogoculto","'46.0911","'11.1833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L`Organo Woerle",,"L&rsquo;organo Woerle a Verla di Giovo rappresenta una rarit&agrave; nel panorama del patrimonio organario trentino: &egrave; infatti il solo nel suo genere presente in provincia di Trento.","Recently restored and redelivered to the Giovo community on 18th November 2005, this is a rare example of the organs of the Trentino area: it is the only one of its type in the province. This precious instrument presents an unequivocal union between two historic artistic styles: the Tyrolean and the Venetian. There is a small curious detail regarding the instrument: the presence of the broken octave both on the pedal and on the keyboard and a complex of registers suitable for the performance of the baroque repertoire. 
Locality: Parish Church of Assunta at Verla di Giovo","luogoculto","'46.15741","'11.152027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L'OSTERIA DEI TÒNI",,,,"Ristorante","'46.1828","'11.3255","PIAZZA ROSMINI, 2 Fraz. BRUSAGO",38043,"BEDOLLO",,"+39 0461 556646 +39 333 5760608","info@hotelbrusago.net","+39 0461 555298","www.hotelbrusago.net",,,,,,,,,,,,,,,,,,,,,
"LA CANOPA",,,,"Ristorante","46.10247","'11.192871","Fr. Penedallo, 3",38045,"CIVEZZANO",,"+39 0461 850103",,,,,,,,,,,,,,,,,,,,,,,,
"La capannina",,,,"Bar","46.143374","'11.245858","Loc. Bedolpian",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"LA CAPANNINA",,,,"Ristorante","46.143374","'11.245858","Loc. Bedolpian",38042,"BASELGA DI PINE'",,"+39 328 8888269",,,,,,,,,,,,,,,,,,,,,,,,
"La casa della pasta Snc",,,,"Alimentari","46.133752","11.246306","Corso Roma nr. 51",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Panificio - Pastificio",,,,,,,,,,
"LA LOCANDA DEL PASSATORE",,,,"Ristorante","'46.1803700","'11.2347300","Via Campagna, 16",38030,"FAVER",,"+39 328 6766881","info@locandadelpassatore.com",,"www.locandadelpassatore.com",,,,,,,,,,,,,,,,,,,,,
"La vecchia quercia",,,,"Bar","46.1443","11.2552","MASI DI STERNIGO ",38042,"BASELGA DI PINE'",,"info@masovecchiaquercia.it","+39 0461 553053","www.masovecchiaquercia.it",,,,,,,,,,,,,,,,,,,,,,
"LA VECCHIA SEGHERIA",,,,"Ristorante","46.133657","'11.24747","Vicolo delle Roge, 7",38042,"BASELGA DI PINE'",,"+39 0461 558651",,,,,,,,,,,,,,,,,,,,,,,,
"Lago delle Buse",,"<p>Il laghetto delle Buse, situato in una piccola piana a sud-est di Brusago, nel <span style=text-decoration: none; color: windowtext;"">Comune di Bedollo<span style=""color: #1d1b10;"">, &egrave; un lago molto pescoso e particolarmente adatto per gite e picnic, in quanto attrezzato con tavole e panche.</p>""","The small Buse Lake, located on a small plain south-east of Brusago in the Municipality of Bedollo, has two small islands which can be reached by walkways on piles and a reed bed at the point of the outlet river. Surrounded by pines, fir trees and larches which shade the shore, Buse Lake is rich in trout and is particularly suitable for outings and picnics, being equipped with tables and benches","Attrazione naturale","'46.179277","'11.32375",,,,,,,,,,,,,,,,,,,"Laghi",,,,,,,,,,
"Lago delle Piazze",,"Il lago delle Piazze, nel Comune di Bedollo, durante i caldi mesi estivi &egrave; particolarmente apprezzato da chi si dedica agli sport acquatici e ai bagni di sole sui verdi prati che lo circondano.","Piazze Lake, in the municipality of Bedollo, and Serraia Lake are like twin pearls. Piazze Lake is an important element of the Piné landscape. In the hot summer months, it is highly appreciated by water sports enthusiasts and those who enjoy sunbathing on the green meadows around the lake. An interesting walk can be taken right round the lake","Attrazione naturale","'46.1537110","'11.2789250",,,,,,,,,,,,,,,,,,,"Laghi",,,,,,,,,,
"Lago di Lases",,"<p>Il piccolo lago di Lases &egrave; un piacevole specchio d&rsquo;acqua apprezzato dai pescatori per la sua pescosit&agrave; e dagli amanti del relax per le sue spiaggette.</p>","Lases Lake is the twin of that of the Valley with which it is linked by a permanent issue of water flowing underground. It has an elongated shape: wider at the northern end, with an attractive reed bed between the two beaches nearer the town, and narrower to the south where the reeds and marches are enclosed within a gorge. This is the most interesting stretch, because it is the habitat of many rare species of flora and fauna, now protected by the constitution of a provincial biotope.","Attrazione naturale","'46.1405990","'11.2212900",,,,,,,,,,,,,,,,,,,"Laghi",,,,,,,,,,
"Lago di Santa Colomba",,"Il lago di Santa Colomba si trova in Valle di Cembra, e fa parte dell&rsquo;Ecomuseo dell&rsquo;Argentario. Adatto a passeggiate nel verde e a soste di relax.&nbsp;","An essential part of the Ecomuseo Argentario, this lake is in a wooded basin at an altitude of 926 m in the municipality of Civezzano. It is of geological interest because it is located on a fault between rock of volcanic origin (quartz porphyry) and rock of a sedimentary nature (the calcareous rock of Mount Calisio). The area is favourite for the amenities offered by the green waters which reflect the sky and the pine trees and for the extensive beauty of the surrounding area. ","Attrazione naturale","'46.1243633","'11.1806773",,,,,,,,,,,,,,,,,,,"Laghi",,,,,,,,,,
"Lago di Serraia",,"Posto in una vasta piana circondata da boschi, canneti e prati il lago di Serraia, lago principale del comune di Baselga di Pin&eacute; &nbsp;&egrave; ideale per grandi e piccini per trascorrere una giornata in mezzo alla natura, praticando sport o semplicemente rilassandosi sulle sue rive.","At 974 m above sea level, amidst woods, reeds and meadows, Serraia Lake at Baselga di Piné is on a wide plain. There is a pleasant path all round the lake, which also continues on to the other lake of the plateau, Piazze Lake. Perfect for adults and children, for a day on the plateau in the middle of nature, practising sports or simply relaxing on the lake shore.","Attrazione naturale","'46.137857","'11.256437",,,,,,,,,,,,,,,,,,,"Laghi",,,,,,,,,,
"LAGO SANTA COLOMBA",,,,"Ristorante","'46.12445","'11.1798","LOCALITA' SANTA COLOMBA, 80/81 ",38045,"CIVEZZANO - SANTA COLOMBA",,"+39 0461 850122",,,,,,,,,,,,,,,,,,,,,,,,
"LAGO SANTO",,,,"Ristorante","'46.1969","'11.2055","LOCALITÀ LAGO SANTO, 1 Fraz. LAGO SANTO",38034,"CEMBRA",,"+39 0461 683066","luciazeni@yahoo.it","+39 0461 683066",,,,,,,,,,,,,,,,,,,,,,
"Lago Santo di Cembra",,"<p>Il Lago Santo di Cembra &egrave; il punto di partenza ideale per escursioni sul Sentiero del D&uuml;rer e sul Sentiero E5. D&rsquo;inverno invece il lago diventa pista di ghiaccio perfetta per il curling.</p>","A delightful lake at an altitude of 1.200 m, in the basin on the watershed created by ice erosion of the porphyry, 4 km from the historic borough of Cembra. The name comes from a popular legend. An excellent starting point for excursions along the Dürerweg path and the European path E5. There are also short stretches of natural beach.","Attrazione naturale","'46.1960","'11.207999",,,,,,,,,,,,,,,,,,,"Laghi",,,,,,,,,,
"LD Arredocasa e confezioni Srl",,,,"Casalinghi","46.135051","11.249366","Viale della Serraia nr. 5/A",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Arredamento",,,,,,,,,,
"LE TERNE DI SALE",,,,"Centro Wellness","46.174587","'11.219645"," V.LE IV NOVEMBRE, 13",38043,"CEMBRA",,"+39 0461 682133",,,,,,,,,,,,,,,,,,,,,,,,
"LE TRE COLOMBE",,,,"Ristorante","46.1302","'11.21425","Loc. S. Stefano, 22",38040,"FORNACE",,"+39 0461 849424  +39 333 5221610",,,,,,,,,,,,,,,,,,,,,,,,
"LEONARDELLI GIUSEPPE",,,,"Appartamento Vacanze","'46.1077","'11.235","Fr. Montagnaga di Piné, Via Valt 33",38042,,,"+39 0461 557723",,,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />Supermercato<span class=Apple-tab-span"" style=""white-space: pre;"">",,,,,,,,,,,,,,,,,,
"LIDL",,,,"Alimentari","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38052,"CIVEZZANO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"Linard",,,,"Bar","46.224065","'11.312398","Stradon di Sover, 25",38048,"SOVER",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lions' Cafè",,,,"Bar","46.131443","11.246644","Via C.Battisti, 40",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"LISA (CEMBRA)",,,,"parrucchiera","46.172908","11.219445","VIA SETTE, 3",38034,"CEMBRA",,"+39 0461 683433",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Lo scrigno di casa Largher",,,,"Alimentari","46.187106","11.258245","Fraz. Scancio, 21",38047,"SEGONZANO",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"Lopez Lidia",,,,"Souvenir","46.13356","11.245848","Via Piana nr. 35",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Articoli da regalo",,,,,,,,,,
"Macelleria Bampi Marcello",,,,"Alimentari","46.089514","11.182515","Via Garibaldi, 21",38058,"CIVEZZANO",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"Macelleria Dematte'",,,,"Alimentari","46.091069","11.197525","frazione Torchio, 19",38059,"CIVEZZANO",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"Macelleria Paolazzi",,,,"Alimentari","46.17572","11.221987","Piazza S.Rocco, 2",38034,"CEMBRA",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"Macelleria Sighel Srl",,,,"Alimentari","46.131508","11.246585","Via C. Battisti nr. 49",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"Macelleria Zanotelli",,,,"Alimentari","46.175016","11.221084","Viale IV Novermbre, 35",38034,"CEMBRA",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"Macelleria Zendron",,,,"Alimentari","46.156583","11.153169","fraz. Verla, Via Principe Umberto, 12",38036,"GIOVO",,,,,,,,,,,,,,,,"Macelleria",,,,,,,,,,
"MAGIC PIZZA",,,,"Pizzeria","'46.144912","'11.200249","Via Roma, 39/b",38041,"ALBIANO",,"+39 0461 687069",,,,,,,,,,,,,,,,,,,,,,,,
"MAGIC PIZZA",,,,"Pizzeria","46.083434 ","'11.199126","Loc. Mochena, 4 - c/o Centro Commerciale Europa",38045,"CIVEZZANO",,"+39 0461 858758",,,,,,,,,,,,,,,,,,,,,,,,
"Malga Stramaiolo","Malga Stramaiolo",,,"Agriturismo","'46.1324920","'11.2469880",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"MALGA STRAMAIOLO",,,,"Agriturismo","'46.15909","'11.328551","LOC. MALGA STRAMAIOLO",38043,"BEDOLLO",,"+39 320 2357902","info@malgastramaiolo.it","+39 0461 558223","www.malgastramaiolo.it",,,,,,,,,,,"Agritur",,,,,,,,,,
"MALGA VERNERA",,,,"Agriturismo","46.216649","'11.351792","Fr. Montesover – sentiero SAT 468",38048,"SOVER",,"+39 348 0692559",,,,,,,,,,,,,,"Agritur",,,,,,,,,,
"MANI D'ORO DI CASAGRANDE KIARA (BASELGA DI PINE')",,,,"parrucchiera","46.127746 ","'11.246994","VIA DELLA CHIESA, 6 Fraz. MIOLA",38042,"BASELGA DI PINE'",,"+39 392 8922791",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"MARCELLO (BASELGA DI PINE')",,,,"parrucchiera","46.12983","'11.24389","VIA C. BATTISTI, 18",38042,"BASELGA DI PINE'",,"+39 0461 557648",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"MARYALEX (FAVER)",,,,"parrucchiera","46.181283 ","'11.23687","VIA PERLAIA, 30",38030,"FAVER",,"+39 0461 682124",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"MARZADRI MARIA",,,,"Appartamento Vacanze","'46.1436","'11.2608","Fr. Rizzolaga, 2",38042,,,"+39 0461 558892 ","eriodorighi@virgilio.it","+39 0461 1918030",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"MASO CANTANGHEL",,,,"Ristorante","46.083546","'11.174873","Loc. Forte di Civezzano",38045,"CIVEZZANO",,"+39 0461 858714",,,,,,,,,,,,,,,,,,,,,,,,
"MASO FRANCH GOURMET E RELAIS",,,,"Ristorante","46.143058","'11.118222","Maso Franch, 2",38030,"GIOVO",,"+39 0461 245533","info@masofranch.it","+39 0461 242556","www.masofranch.it",,,,,,,,,,,,,,,,,,,,,
